dates,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum,month_pct,scale
2/10/2023,51000000,0.027836128,0.027504496,-3.316321719,0.027675,0.027319918,-3.550817911,0.106985751,2.12233905,0.168965102,-0.000384341,16.20601635,-5.8503%,20
2/13/2023,17000000,0.027820894,0.027434229,-3.866653942,0.027675,0.027249879,-4.251211249,-0.152336008,2.020726274,0.298080049,0.00054756,16.05368035,-5.7955%,20
2/14/2023,71020000,0.027847746,0.027270507,-5.772384539,0.0277,0.027089195,-6.108054979,0.26851443,2.018417062,0.27483826,-0.000964223,16.32219478,-5.8919%,20
2/15/2023,10400000,0.027763725,0.02741067,-3.530549877,0.027631,0.027232139,-3.988605865,-0.840206816,2.02310959,0.296198119,0.003026276,15.48198796,-5.5893%,20
2/16/2023,53500000,0.027632758,0.027399668,-2.330900212,0.0275,0.027221474,-2.785260542,-1.309669429,1.959168559,0.335077278,0.004739554,14.17231853,-5.1153%,20
2/17/2023,438000000,0.027656977,0.027425455,-2.315219184,0.027525,0.027225266,-2.997337615,0.242186729,1.829176011,0.169476473,-0.00087568,14.41450526,-5.2029%,20
2/20/2023,1750000000,0.027730945,0.02727222,-4.587254247,0.0276,0.027092986,-5.070136419,0.739683424,1.829421991,0.120266253,-0.002667357,15.15418868,-5.4696%,20
2/21/2023,270000000,0.027931399,0.027340442,-5.909571421,0.0278,0.027175628,-6.243719002,2.004536147,1.841970746,0.041263279,-0.007176641,17.15872483,-6.1873%,20
2/22/2023,12500000,0.027879778,0.027397794,-4.819839997,0.027751,0.027246348,-5.046519001,-0.516211552,1.837340191,0.027551845,0.001851563,16.64251328,-6.0021%,20
2/23/2023,120000000,0.027847517,0.027483138,-3.643787338,0.027725,0.027326998,-3.980016023,-0.322606154,1.822601059,0.081296112,0.001158474,16.31990712,-5.8863%,20
2/24/2023,45800000,0.027922863,0.027412523,-5.103400602,0.0278,0.027227091,-5.72908838,0.753459762,1.816421705,0.094708602,-0.002698361,17.07336689,-6.1561%,20
2/27/2023,432300000,0.028048275,0.027251798,-7.96477696,0.0279,0.027109771,-7.90228664,1.254123405,1.814752242,0.096818239,-0.004471303,18.32749029,-6.6033%,20
2/28/2023,202310000,0.028038166,0.027365103,-6.73062936,0.0279,0.027174167,-7.258325752,-0.101092045,1.805504097,0.064843387,0.000360552,18.22639825,-6.5672%,20
3/1/2023,145230000,0.027963759,0.027503843,-4.59916508,0.027825,0.027324443,-5.005568875,-0.744067504,1.777813343,0.058374288,0.002660828,0.303570378,0.0033%,-10
3/2/2023,605890000,0.027925526,0.027545969,-3.795573537,0.027799,0.027399168,-3.998315296,-0.382329601,1.718613799,0.061475839,0.001369104,-0.078759223,0.1402%,-10
3/3/2023,690000000,0.028023477,0.027503145,-5.203321021,0.0279,0.027337764,-5.622362075,0.979502207,1.722641894,0.010871157,-0.003495292,0.900742985,-0.2093%,-10
3/6/2023,1895410000,0.027727285,0.027487518,-2.397673303,0.0276,0.027320712,-2.79288201,-2.961917212,1.771407067,0.026015078,0.01068232,-2.061174228,0.8589%,-10
3/7/2023,340640000,0.027727476,0.027228778,-4.98698018,0.0276,0.027040288,-5.597117456,0.001907388,1.718639399,0.028186815,-6.88E-06,-2.05926684,0.8583%,-10
3/8/2023,793990000,0.02777878,0.027106959,-6.718209228,0.02765,0.026953478,-6.9652167,0.513040825,1.71431136,0.042472524,-0.00184688,-1.546226015,0.6736%,-10
3/9/2023,184190000,0.027731986,0.027195972,-5.360139592,0.0276,0.027024314,-5.756862175,-0.467934325,1.704458158,0.020448743,0.001687345,-2.01416034,0.8423%,-10
3/10/2023,1029390000,0.027600766,0.027437351,-1.634147986,0.027486,0.027277573,-2.0842711,-1.312207457,1.493543822,1.109861734,0.004754243,-3.326367797,1.3177%,-10
3/13/2023,1292820000,0.02768016,0.027417003,-2.631577149,0.02755,0.027262481,-2.875192026,0.793947001,1.24530387,0.061622558,-0.002868289,-2.532420796,1.0309%,-10
3/14/2023,1450000000,0.02758555,0.027067629,-5.179207991,0.027475,0.026902388,-5.726124721,-0.946101475,1.235063581,0.062374926,0.0034297,-3.478522271,1.3739%,-10
3/15/2023,450000000,0.027715423,0.027070856,-6.445671295,0.0276,0.026947097,-6.529029589,1.298731094,1.173045073,0.207368342,-0.004685951,-2.179791177,0.9053%,-10
3/16/2023,71300000,0.027564732,0.02711387,-4.508619017,0.02744,0.026967651,-4.723490768,-1.50691506,1.187150052,0.270472167,0.005466823,-3.686706237,1.4520%,-10
3/17/2023,273730000,0.027423028,0.027298714,-1.243138477,0.027318,0.027138676,-1.793235077,-1.417037219,1.203732946,0.279689587,0.005167326,-5.103743455,1.9687%,-10
3/20/2023,751000000,0.027325898,0.027213518,-1.123799418,0.027211,0.027064238,-1.467616779,-0.971300032,1.211554388,0.304922911,0.003554504,-6.075043487,2.3241%,-10
3/22/2023,370000000,0.02729256,0.027147816,-1.447437702,0.0272,0.026979906,-2.20094481,-0.333379557,1.179306239,0.341564829,0.001221503,-6.408423044,2.4463%,-10
3/27/2023,40000000,0.027455299,0.027356514,-0.987851485,0.02735,0.027181031,-1.689688404,1.627391525,1.18342052,0.343285236,-0.005927422,-4.781031519,1.8536%,-10
3/28/2023,93500000,0.027476079,0.027201098,-2.749809926,0.02735,0.027026571,-3.234294562,0.207803139,1.175957772,0.302279088,-0.000756306,-4.573228379,1.7779%,-10
3/29/2023,880000000,0.027499135,0.027069738,-4.293967092,0.027375,0.026912487,-4.625125252,0.230556466,1.176018962,0.301026826,-0.000838414,-4.342671913,1.6941%,-10
3/30/2023,205350000,0.027470032,0.027164982,-3.050495994,0.02735,0.026993858,-3.561415564,-0.291031307,1.171093113,0.359385626,0.00105945,-4.633703219,1.8000%,-10
3/31/2023,413530000,0.02728205,0.027134108,-1.4794193,0.027175,0.026948016,-2.269837071,-1.879821825,1.196093647,0.385549227,0.006890325,-6.513525044,2.4891%,-10
4/3/2023,872310000,0.027481849,0.027123204,-3.586455615,0.02735,0.026946638,-4.033624373,1.997993832,1.083564447,-0.344951866,-0.007270231,5.551582457,-1.9679%,-5
4/4/2023,297200000,0.027472706,0.02714776,-3.249462735,0.02735,0.026965429,-3.84571303,-0.091428353,1.038441136,-0.331350775,0.000332797,5.460154104,-1.9347%,-5
4/6/2023,402900000,0.02746164,0.027117533,-3.441072704,0.02735,0.026956246,-3.937543148,-0.110662709,1.037642938,-0.308886435,0.000402972,5.349491394,-1.8944%,-5
4/7/2023,1280000000,0.027414782,0.027313424,-1.013575845,0.02731,0.027118066,-1.919344021,-0.468582603,1.021144919,-0.264671038,0.001709233,4.880908791,-1.7234%,-5
4/10/2023,1140000000,0.027453975,0.027051804,-4.021709957,0.027325,0.026883328,-4.416719771,0.391935658,1.00156622,-0.280663971,-0.00142761,5.272844449,-1.8662%,-5
4/11/2023,709000000,0.027381298,0.026800773,-5.805250063,0.02725,0.026634125,-6.158751181,-0.726771764,1.005693114,-0.241778556,0.002654263,4.546072685,-1.6008%,-5
4/12/2023,1436460000,0.027169116,0.026789906,-3.792097038,0.02705,0.02662342,-4.265801603,-2.121820995,1.031480865,-0.29897341,0.00780968,2.42425169,-0.8198%,-5
4/13/2023,400000000,0.027198817,0.026643759,-5.550582339,0.027075,0.026489543,-5.854566829,0.297013395,1.024742771,-0.287328213,-0.001092008,2.721265085,-0.9290%,-5
4/14/2023,51900000,0.027272556,0.026545271,-7.27285863,0.027149,0.026356032,-7.929675208,0.737389125,1.026910346,-0.360022922,-0.002703777,3.45865421,-1.1994%,-5
4/17/2023,830000000,0.027327347,0.026951271,-3.760761684,0.0272,0.02677842,-4.215796841,0.547906904,1.001742216,-0.427536803,-0.002004977,4.006561113,-1.3999%,-5
4/18/2023,3720000000,0.027265757,0.026947575,-3.181818498,0.02715,0.026785159,-3.648414037,-0.615897382,0.993102502,-0.365969703,0.002258868,3.390663732,-1.1740%,-5
4/19/2023,3491500000,0.027203854,0.026928405,-2.75449635,0.027095,0.026776581,-3.184189772,-0.619028592,0.99598297,-0.327772763,0.002275518,2.77163514,-0.9464%,-5
4/20/2023,210740000,0.027207805,0.027161114,-0.466902791,0.0271,0.027007855,-0.921454762,0.039500913,0.991107427,-0.303820829,-0.000145182,2.811136053,-0.9610%,-5
4/21/2023,4800000,0.027190058,0.026923073,-2.669847819,0.027076,0.026789918,-2.860817628,-0.177468329,0.991075476,-0.292801178,0.000652696,2.633667724,-0.8957%,-5
4/24/2023,775000000,0.02709137,0.026826589,-2.647806216,0.026975,0.026658454,-3.165462937,-0.986876185,0.991382567,-0.21209914,0.00364277,1.64679154,-0.5314%,-5
4/25/2023,1010000000,0.027115926,0.026748657,-3.672691725,0.027,0.026561287,-4.387128825,0.245559578,0.983561443,-0.198691023,-0.000905592,1.892351118,-0.6220%,-5
4/26/2023,632750000,0.027054095,0.026761028,-2.930668059,0.026925,0.026589897,-3.351029992,-0.618315495,0.985784752,-0.171713239,0.002285478,1.274035623,-0.3934%,-5
4/28/2023,573830000,0.02655246,0.026314166,-2.382941567,0.026455,0.026158237,-2.967630682,-5.016340804,1.196955457,-1.212959656,0.018892188,-3.742305181,1.4958%,-5
5/4/2023,636790000,0.026554411,0.026384471,-1.699401373,0.02645,0.026221284,-2.287161242,0.019509594,1.197496882,-1.219954523,-7.35E-05,-7.831135882,2.8432%,-20
5/5/2023,160960000,0.026328628,0.026203468,-1.251603611,0.02622,0.026031099,-1.889007494,-2.257832288,1.227339947,-1.097116954,0.008575579,-10.08896817,3.7008%,-20
5/8/2023,203690000,0.026417442,0.025967026,-4.504164576,0.026313,0.025810318,-5.026820622,0.888141203,1.236054176,-1.140432509,-0.00336195,-9.200826967,3.3646%,-20
5/9/2023,319980000,0.026416467,0.026144363,-2.721045019,0.0263,0.025972605,-3.27395136,-0.009748721,1.227538886,-1.217108789,3.69E-05,-9.210575688,3.3683%,-20
5/10/2023,236190000,0.026422583,0.026121873,-3.00709699,0.0263,0.025968755,-3.312445591,0.061156796,1.226368151,-1.212428324,-0.000231457,-9.149418892,3.3451%,-20
5/11/2023,1063310000,0.025911741,0.025525077,-3.866642787,0.0258,0.025346994,-4.530058292,-5.108420516,1.394103434,-1.447095066,0.019714694,-14.25783941,5.3166%,-20
5/12/2023,413660000,0.025968236,0.025932254,-0.359820618,0.02585,0.025786567,-0.634326152,0.564949734,1.359324932,-1.598001975,-0.002175541,-13.69288967,5.0990%,-20
5/15/2023,530000000,0.026014063,0.025881694,-1.323688386,0.0259,0.025694612,-2.05388208,0.45827123,1.364389876,-1.619446994,-0.001761629,-13.23461844,4.9229%,-20
5/16/2023,1410000000,0.026112197,0.025920713,-1.914839423,0.026,0.025783122,-2.168776804,0.981337862,1.37750532,-1.612597808,-0.003758159,-12.25328058,4.5471%,-20
5/17/2023,440000000,0.02610891,0.025906072,-2.028373723,0.026,0.025760155,-2.398451237,-0.032871371,1.369315475,-1.616632054,0.000125901,-12.28615195,4.5596%,-20
5/18/2023,414000000,0.026048834,0.025900471,-1.483635648,0.02595,0.025746063,-2.039366731,-0.60075406,1.34999739,-1.637546176,0.002306261,-12.88690601,4.7903%,-20
5/19/2023,130000000,0.026090052,0.025878772,-2.112796682,0.025975,0.025694931,-2.800688072,0.412173668,1.354175352,-1.641661664,-0.001579812,-12.47473234,4.6323%,-20
5/22/2023,325000000,0.02597722,0.02579067,-1.865496914,0.02585,0.025610065,-2.399346074,-1.128321578,1.357251899,-1.615964107,0.004343504,-13.60305392,5.0666%,-20
5/23/2023,689120000,0.02553853,0.025375408,-1.631226463,0.02543,0.025216287,-2.137129792,-4.386891449,1.46766793,-1.523268528,0.017177541,-17.98994537,6.7844%,-20
5/24/2023,1594000000,0.025530943,0.025656185,1.252419597,0.025425,0.025466198,0.411982237,-0.075871753,1.454089709,-1.541740885,0.000297176,-18.06581712,6.8141%,-20
5/25/2023,1148480000,0.025610066,0.025262421,-3.476457048,0.0255,0.025113584,-3.864161602,0.791231351,1.421493259,-1.691023491,-0.003089533,-17.27458577,6.5052%,-20
5/26/2023,1068120000,0.025604106,0.025466223,-1.378827835,0.0255,0.025327153,-1.728471656,-0.059602244,1.421151192,-1.689773816,0.000232784,-17.33418802,6.5284%,-20
5/29/2023,1640000000,0.02546769,0.025532528,0.648377143,0.025375,0.025374845,-0.001545251,-1.364158483,1.420678573,-1.621582813,0.005356428,-18.6983465,7.0641%,-20
5/30/2023,2850000000,0.025350539,0.02536903,0.184905124,0.02525,0.025192374,-0.576262977,-1.17151205,1.424145678,-1.581748401,0.004621251,-19.86985855,7.5262%,-20
5/31/2023,1109190000,0.025300824,0.025081733,-2.190907007,0.0252,0.024925617,-2.743833427,-0.497152071,1.419140131,-1.629866401,0.001964964,-20.36701062,7.7227%,-20
6/1/2023,868430000,0.025202263,0.025180128,-0.221347337,0.0251,0.025008577,-0.914227019,-0.985612821,1.409528476,-1.600895404,0.003910811,5.352768883,-1.7100%,5
6/2/2023,1933000000,0.025301722,0.025219864,-0.818579679,0.0252,0.025034543,-1.65457436,0.994589796,1.423241618,-1.615126242,-0.003930917,6.347358679,-2.1031%,5
6/5/2023,283420000,0.025245898,0.025209092,-0.368054454,0.025139,0.02503113,-1.078701658,-0.558240795,1.401002473,-1.651822588,0.002211214,5.789117884,-1.8820%,5
6/6/2023,140400000,0.025217331,0.025274703,0.573714063,0.0251,0.025103676,0.036763917,-0.285661352,1.393755672,-1.723954815,0.001132798,5.503456532,-1.7687%,5
6/7/2023,1050000000,0.025109861,0.02512697,0.171089056,0.025,0.024907127,-0.928727692,-1.074701064,1.389919621,-1.748675356,0.004279996,4.428755468,-1.3407%,5
6/8/2023,80000000,0.025110918,0.025045918,-0.649997145,0.025,0.024892815,-1.071854578,0.010569061,1.389530316,-1.792042033,-4.21E-05,4.439324529,-1.3449%,5
6/9/2023,360000000,0.025016472,0.024957655,-0.588168321,0.0249,0.02479011,-1.098902159,-0.944458867,1.391198806,-1.759400345,0.003775348,3.494865661,-0.9673%,5
6/12/2023,405000000,0.025018767,0.024952071,-0.666965731,0.0249,0.024785299,-1.147013878,0.022948828,1.360967331,-1.879322569,-9.17E-05,3.517814489,-0.9765%,5
6/13/2023,541070000,0.024607512,0.024710711,1.031992145,0.024506,0.024554568,0.48567973,-4.112553106,1.448430396,-1.699893601,0.016712592,-0.594738617,0.6947%,5
6/14/2023,513000000,0.024560495,0.024399471,-1.610239492,0.024444,0.024229568,-2.144320088,-0.470170052,1.443963859,-1.689247075,0.001914335,-1.064908669,0.8862%,5
6/15/2023,200910000,0.024819996,0.024827874,0.078773272,0.02471,0.024659534,-0.504659643,2.595014933,1.51080654,-1.40039481,-0.01045534,1.530106264,-0.1594%,5
6/16/2023,170510000,0.025001859,0.025038523,0.366640055,0.0249,0.024922393,0.223928732,1.818624413,1.533279624,-1.400880384,-0.007273957,3.348730676,-0.8868%,5
6/19/2023,149200000,0.025399245,0.02541947,0.20224878,0.0253,0.025282843,-0.171569472,3.97386578,1.619080078,-0.914672129,-0.015645606,7.322596457,-2.4513%,5
6/20/2023,1126370000,0.025304957,0.025327912,0.229551754,0.0252,0.025164292,-0.357081,-0.942882562,1.620048685,-0.881387125,0.003726078,6.379713894,-2.0787%,5
6/21/2023,431700000,0.025154492,0.025258547,1.040546652,0.02506,0.025116447,0.564473092,-1.504652106,1.626235081,-0.824379755,0.005981644,4.875061788,-1.4805%,5
6/26/2023,591080000,0.025094904,0.025050052,-0.448521227,0.025,0.024900394,-0.996060489,-0.595880818,1.626343929,-0.819383019,0.002374509,4.27918097,-1.2431%,5
6/27/2023,610360000,0.025197462,0.025217272,0.198099306,0.0251,0.025067827,-0.3217305,1.025579946,1.635407535,-0.817181045,-0.004070172,5.304760917,-1.6501%,5
6/29/2023,295000000,0.025178307,0.025220797,0.424896694,0.025075,0.025077934,0.029343786,-0.191546649,1.635321076,-0.837379792,0.000760761,5.113214267,-1.5740%,5
6/30/2023,588000000,0.024913071,0.024869381,-0.4368927,0.024805,0.024689984,-1.150159501,-2.652366583,1.647868507,-0.826442657,0.010646486,2.460847684,-0.5094%,5
7/3/2023,881750000,0.025027203,0.02471899,-3.08213044,0.0249,0.024537234,-3.627661264,1.141323296,1.659732485,-0.823992532,-0.004560331,-11.09255804,4.0075%,-15
7/4/2023,364400000,0.025027254,0.024984219,-0.430351234,0.0249,0.024821028,-0.789719992,0.000516177,1.652518759,-0.814216728,-2.06E-06,-11.09204186,4.0073%,-15
7/5/2023,169700000,0.024909526,0.024852061,-0.574650372,0.0248,0.024655643,-1.443567356,-1.177283108,1.64934988,-0.760522509,0.004726236,-12.26932497,4.4800%,-15
7/6/2023,1232110000,0.024815323,0.02476789,-0.474327437,0.0247,0.024604687,-0.95312774,-0.942030152,1.65050479,-0.747132854,0.003796163,-13.21135512,4.8596%,-15
7/7/2023,640000000,0.024719186,0.024836926,1.177399657,0.02461,0.024683651,0.736512058,-0.961369153,1.651735089,-0.733110135,0.003889162,-14.17272428,5.2485%,-15
7/10/2023,723500000,0.024658227,0.024808364,1.501367623,0.02455,0.024640782,0.907821173,-0.609590968,1.650017839,-0.711776774,0.002472161,-14.78231524,5.4957%,-15
7/11/2023,400650000,0.024611993,0.024739925,1.279326145,0.0245,0.024594932,0.949321711,-0.462343429,1.649351766,-0.702121334,0.001878529,-15.24465867,5.6836%,-15
7/12/2023,1205900000,0.02460857,0.024963048,3.544781321,0.024503,0.024790636,2.876355863,-0.034230736,1.649300164,-0.736932443,0.000139101,-15.27888941,5.6975%,-15
7/13/2023,800300000,0.02470945,0.02489374,1.842904988,0.0246,0.024726747,1.267466734,1.008802348,1.659597995,-0.738207195,-0.004082658,-14.27008706,5.2892%,-15
7/18/2023,716190000,0.024456956,0.024808772,3.518163574,0.02435,0.024679548,3.295483343,-2.524939565,1.684032533,-0.67332342,0.010324014,-16.79502663,6.3216%,-15
7/19/2023,314200000,0.024516712,0.024478793,-0.379191554,0.0244,0.02431204,-0.879601524,0.597557149,1.563287493,-0.565841987,-0.002437346,-16.19746948,6.0779%,-15
7/20/2023,110000000,0.02445543,0.024657958,2.025283432,0.02435,0.024492842,1.428421374,-0.612819172,1.562342179,-0.542294785,0.002505861,-16.81028865,6.3285%,-15
7/21/2023,1981000000,0.024356809,0.024358542,0.017331688,0.024255,0.02420228,-0.527200557,-0.986205955,1.542438052,-0.580696562,0.004048995,-17.7964946,6.7334%,-15
7/24/2023,554550000,0.024270082,0.02450651,2.364281234,0.02415,0.024374243,2.242429005,-0.867270649,1.532794504,-0.533542245,0.003573415,-18.66376525,7.0907%,-15
7/25/2023,2257810000,0.024286931,0.024781394,4.944636477,0.0242,0.024659262,4.59262217,0.168485681,1.533973272,-0.538703066,-0.00069373,-18.49527957,7.0213%,-15
7/26/2023,639300000,0.024903972,0.02489276,-0.112128314,0.0248,0.024729234,-0.707659927,6.170416569,1.789868691,0.481283308,-0.024776837,-12.324863,4.5436%,-15
7/27/2023,1162000000,0.02465004,0.024719502,0.694617607,0.02455,0.02458471,0.347095315,-2.539324916,1.685006142,0.912466469,0.010301504,-14.86418792,5.5738%,-15
7/28/2023,1335000000,0.024706057,0.024503232,-2.028250172,0.0246,0.024350387,-2.496126962,0.560170265,1.68495991,0.912676032,-0.00226734,-14.30401766,5.3471%,-15
7/31/2023,510440000,0.024911435,0.024654232,-2.572032875,0.024795,0.024446716,-3.482838635,2.05377964,1.712992161,0.859818307,-0.008244325,-12.25023802,4.5226%,-15
8/1/2023,3045340000,0.02487807,0.024626007,-2.520625221,0.02475,0.024453555,-2.964454483,-0.333650814,1.704411011,0.913372422,0.001341144,-10.75568419,4.1490%,-20
8/2/2023,1415100000,0.02484501,0.024708492,-1.365178449,0.024725,0.024521683,-2.033173737,-0.330601903,1.704173195,0.924521065,0.001330657,-11.0862861,4.2820%,-20
8/4/2023,963300000,0.024611473,0.024320522,-2.909508846,0.024499,0.024184203,-3.147970688,-2.335367499,1.728387809,0.91239751,0.009488938,-13.4216536,5.2309%,-20
8/7/2023,90450000,0.024612204,0.024581376,-0.308276052,0.0245,0.024344882,-1.551176425,0.007307092,1.72603785,0.929371378,-2.97E-05,-13.4143465,5.2280%,-20
8/8/2023,400400000,0.024567401,0.024520744,-0.466574436,0.02445,0.024354791,-0.952087167,-0.448020604,1.722096642,0.913642182,0.001823639,-13.86236711,5.4103%,-20
8/9/2023,1709400000,0.024656981,0.024461641,-1.95340865,0.02454,0.024346867,-1.931327835,0.895799539,1.62640339,1.22276167,-0.003633046,-12.96656757,5.0470%,-20
8/10/2023,1850000000,0.024729093,0.024450827,-2.782655082,0.0246,0.024275371,-3.24629265,0.72111506,1.631208014,1.185187506,-0.002916059,-12.24545251,4.7554%,-20
8/11/2023,1010000000,0.024700449,0.024372469,-3.279798143,0.024575,0.02422615,-3.488499113,-0.286440728,1.625602044,1.234364221,0.001159658,-12.53189324,4.8714%,-20
8/14/2023,2032000000,0.024492442,0.024420065,-0.723778539,0.024375,0.024237615,-1.373850927,-2.08006483,1.647030254,1.231148756,0.00849268,-14.61195807,5.7206%,-20
8/15/2023,527000000,0.024174822,0.024102879,-0.71942191,0.024069,0.023953453,-1.155470168,-3.176207941,1.691102451,1.100124866,0.013138496,-17.78816601,7.0345%,-20
8/16/2023,69000000,0.023981854,0.023752287,-2.295668665,0.023887,0.023608239,-2.78761106,-1.929673245,1.702580371,1.089256088,0.008046389,-19.71783925,7.8391%,-20
8/17/2023,685840000,0.024108747,0.023983217,-1.255301158,0.023999,0.023837469,-1.615310873,1.268931776,1.71584689,1.015526882,-0.005263367,-18.44890748,7.3128%,-20
8/18/2023,452000000,0.024060635,0.023906911,-1.537238754,0.02395,0.023727678,-2.223217822,-0.481125991,1.71290421,1.004200184,0.00199964,-18.93003347,7.5128%,-20
8/21/2023,160320000,0.023931332,0.023817295,-1.140367958,0.023825,0.023723527,-1.014730627,-1.293031531,1.710178086,1.079274993,0.005403091,-20.223065,8.0531%,-20
8/22/2023,190000000,0.023999276,0.023836538,-1.62738152,0.0239,0.023696832,-2.031675295,0.67944284,1.714836847,1.029482918,-0.002831097,-19.54362216,7.7700%,-20
8/23/2023,870000000,0.024061643,0.023690914,-3.70729406,0.02395,0.023559889,-3.901107584,0.623674832,1.719171544,0.991688501,-0.002591988,-18.91994733,7.5108%,-20
8/24/2023,691000000,0.02406131,0.023730211,-3.310988938,0.02395,0.023598201,-3.5179905,-0.003331879,1.715196078,0.962452636,1.38E-05,-18.9232792,7.5121%,-20
8/25/2023,520000000,0.023986543,0.023904192,-0.823516867,0.0239,0.023756267,-1.437331674,-0.747669611,1.71653289,0.986858493,0.003117038,-19.67094882,7.8238%,-20
8/29/2023,74120000,0.02452321,0.024414088,-1.091216176,0.024425,0.024285393,-1.396069987,5.366666513,1.882950809,1.08117578,-0.02188403,-14.3042823,5.6354%,-20
8/30/2023,380000000,0.024400675,0.024254589,-1.460865287,0.0243,0.024116408,-1.835917579,-1.225346374,1.889437349,1.106579404,0.005021772,-15.52962868,6.1376%,-20
8/31/2023,82030000,0.024320062,0.023994614,-3.254478222,0.024226,0.023838761,-3.872385142,-0.806135304,1.804628804,1.378239996,0.003314693,-16.33576398,6.4691%,-20
9/1/2023,638000000,0.024717775,0.024392445,-3.253300699,0.0246,0.024244296,-3.557039043,3.977135471,1.889690892,1.255596063,-0.016090184,13.52706864,-5.1716%,20
9/4/2023,990000000,0.024694429,0.024666975,-0.274539728,0.0246,0.02451603,-0.839696181,-0.233467349,1.854103167,1.369135774,0.000945425,13.29360129,-5.0771%,20
9/5/2023,423300000,0.02490621,0.02478094,-1.252708095,0.0248,0.024644862,-1.551383722,2.117818843,1.860515665,1.356520538,-0.008503176,15.41142013,-5.9274%,20
9/6/2023,207800000,0.025206832,0.024773029,-4.338030788,0.0251,0.024604706,-4.952938602,3.006218631,1.823545556,1.351190295,-0.011926206,18.41763876,-7.1200%,20
9/13/2023,200000000,0.025192175,0.025007073,-1.851022111,0.0251,0.024895212,-2.047877798,-0.146571612,1.819049101,1.336679479,0.000581814,18.27106715,-7.0618%,20
