dates,Volume,Zero,NssZero,DiffZero,Yield,NssYield,DiffYield,dayRet,stdev,skew,pct_chg,month_cum,month_pct,scale,dates_2,month_cum_2,signal,month_delta,month_diff
12/27/2021,2470000000,0.028497189,0.02819128,-3.059122609,0.028325,0.027942303,-3.826973993,-1.611460598,1.65104876,-0.039603871,0.005654806,-3.515817906,1.25%,-10,12/27/2021,-1.611460598,-1,0,0
12/28/2021,6300000000,0.028374874,0.02792435,-4.505241957,0.028225,0.027687525,-5.374747453,-1.223151127,1.655025039,-0.002711585,0.004310684,-4.738969033,1.68%,-10,12/28/2021,-2.834611725,-1,0,0
12/29/2021,8135100000,0.02824144,0.02787865,-3.627930333,0.028084,0.027636632,-4.473675386,-1.334331308,1.646780001,0.069219279,0.004724728,-6.073300341,2.15%,-10,12/29/2021,-4.168943033,-1,0,0
12/30/2021,6055050000,0.02796034,0.02780551,-1.548281709,0.0278,0.027509151,-2.90848675,-2.81100472,1.652775055,0.061338345,0.010053543,-8.884305062,3.16%,-10,12/30/2021,-6.979947753,-1,0,0
12/31/2021,1562450000,0.028026692,0.02772701,-2.99682709,0.027866,0.027422256,-4.437437724,0.663524605,1.652228081,0.062194941,-0.002367474,-8.220780456,2.92%,-10,12/31/2021,-6.316423148,-1,0,0
1/4/2022,10234590000,0.028058268,0.02765241,-4.05856296,0.027866,0.02734795,-5.180501441,0.315758864,1.644771788,0.075684619,-0.001125368,0.315758864,-0.11%,-15,1/4/2022,0.315758864,1,0,1
1/5/2022,6876450000,0.028149978,0.027802,-3.479782574,0.02795,0.027484896,-4.651039477,0.917092646,1.654799116,0.019354815,-0.003257881,1.23285151,-0.44%,-15,1/5/2022,1.23285151,1,0,1
1/6/2022,10656310000,0.028391169,0.02765168,-7.394919729,0.02821,0.027394997,-8.150030016,2.411917644,1.696528437,0.042825668,-0.008495309,3.644769153,-1.29%,-15,1/6/2022,3.644769154,1,0,1
1/7/2022,6264390000,0.028351982,0.02778374,-5.682465618,0.02815,0.027515549,-6.344506723,-0.391869742,1.6965261,0.043755907,0.00138216,3.252899411,-1.15%,-15,1/7/2022,3.252899412,1,0,1
1/10/2022,5653400000,0.028060561,0.02786852,-1.920391928,0.027861,0.027554832,-3.061682124,-2.91421501,1.728475643,0.094874153,0.010385448,0.338684402,-0.11%,-15,1/10/2022,0.338684402,1,0,1
1/11/2022,8846860000,0.028171291,0.02771802,-4.532733455,0.027971,0.027420161,-5.508391356,1.107296647,1.70004405,0.03979738,-0.003930585,1.445981049,-0.50%,-15,1/11/2022,1.445981049,1,0,1
1/12/2022,4150000000,0.027972152,0.02749402,-4.781275265,0.027775,0.027222066,-5.529339228,-1.99138826,1.715131889,0.078508756,0.007119182,-0.545407211,0.21%,-15,1/12/2022,-0.545407211,-1,0,1
1/13/2022,8677100000,0.027880793,0.02770127,-1.795211626,0.0277,0.027409822,-2.901775564,-0.913585923,1.69098977,0.062328099,0.003276757,-1.458993134,0.54%,-15,1/13/2022,-1.458993134,-1,0,1
1/14/2022,5568350000,0.02786502,0.0276712,-1.938180348,0.027678,0.027400258,-2.777422941,-0.157735578,1.679950046,0.016581519,0.00056607,-1.616728713,0.59%,-15,1/14/2022,-1.616728712,-1,0,1
1/17/2022,9100000000,0.027794148,0.02750703,-2.871202118,0.0276,0.027207971,-3.920290617,-0.708718269,1.613767601,0.08194525,0.002549883,-2.325446981,0.85%,-15,1/17/2022,-2.325446981,-1,0,1
1/18/2022,7590000000,0.027178137,0.02702381,-1.543251089,0.027,0.026726168,-2.738317839,-6.160104699,1.786754255,-0.429684668,0.022665662,-8.48555168,3.11%,-15,1/18/2022,-8.48555168,-1,0,1
1/19/2022,5897500000,0.026884073,0.02664965,-2.344231887,0.0267,0.026327312,-3.726876534,-2.940647163,1.804717406,-0.345328504,0.01093825,-11.42619884,4.21%,-15,1/19/2022,-11.42619884,-1,0,1
1/20/2022,4780640000,0.026971507,0.02648242,-4.89091058,0.02675,0.026168838,-5.811622602,0.874348296,1.814968363,-0.36908111,-0.003241748,-10.55185055,3.88%,-15,1/20/2022,-10.55185055,-1,0,1
1/21/2022,4654110000,0.026653705,0.02635856,-2.951430172,0.02645,0.02607951,-3.704896782,-3.178023141,1.807457874,-0.330645222,0.011923382,-13.72987369,5.08%,-15,1/21/2022,-13.72987369,-1,0,1
1/24/2022,8331300000,0.026346397,0.02600816,-3.382383456,0.02611,0.025702655,-4.073454044,-3.073083342,1.839660739,-0.291549645,0.01166415,-16.80295703,6.24%,-15,1/24/2022,-16.80295703,-1,0,1
1/25/2022,10425350000,0.02642425,0.02612223,-3.020200139,0.0262,0.025810043,-3.899570395,0.778535524,1.843579987,-0.360433402,-0.002946292,-16.02442151,5.95%,-15,1/25/2022,-16.02442151,-1,0,1
1/26/2022,7619300000,0.026764867,0.02614918,-6.156893795,0.026525,0.025844102,-6.808976812,3.406169377,1.926885309,-0.251122434,-0.01272627,-12.61825213,4.67%,-15,1/26/2022,-12.61825213,-1,0,1
1/27/2022,7520000000,0.02698523,0.02651105,-4.741783742,0.0268,0.026252526,-5.474742379,2.203627918,1.957611811,-0.236795268,-0.008166052,-10.41462421,3.86%,-15,1/27/2022,-10.41462421,-1,1,1
1/28/2022,3198480000,0.026625711,0.02635463,-2.710784715,0.026415,0.026055926,-3.590735635,-3.59519208,1.99775093,-0.23792237,0.013502708,-14.00981629,5.21%,-15,1/28/2022,-14.00981629,-1,1,1
2/7/2022,37327830000,0.026875642,0.02644109,-4.34557744,0.026625,0.02611961,-5.053900013,2.499316548,2.009002852,-0.221807628,-0.00929956,2.499316548,-0.93%,15,2/7/2022,2.499316548,1,1,2
2/8/2022,11277550000,0.026858188,0.02626656,-5.916308517,0.0266,0.025938311,-6.61688861,-0.174542972,2.001693724,-0.268322773,0.000649869,2.324773576,-0.87%,15,2/8/2022,2.324773576,1,1,2
2/9/2022,9311370000,0.027028636,0.02648343,-5.452032661,0.026775,0.026152073,-6.229273376,1.704474741,2.024138203,-0.285481517,-0.006306181,4.029248317,-1.50%,15,2/9/2022,4.029248317,1,1,2
2/10/2022,7322500000,0.02705719,0.02647464,-5.8254706,0.0268,0.026161024,-6.389755747,0.285546757,1.993381194,-0.356854953,-0.001055345,4.314795074,-1.60%,15,2/10/2022,4.314795074,1,1,2
2/11/2022,13699920000,0.027726839,0.02703776,-6.890821561,0.0275,0.026725954,-7.740462837,6.6964881,2.224880373,0.233656762,-0.024151646,11.01128317,-4.02%,15,2/11/2022,11.01128317,1,1,2
2/14/2022,7144380000,0.027983122,0.02701084,-9.722831151,0.027725,0.026680371,-10.44628564,2.562827051,2.227971237,0.156704957,-0.009158474,13.57411023,-4.93%,15,2/14/2022,13.57411022,1,1,2
2/15/2022,6658000000,0.028024046,0.02696512,-10.58929502,0.027725,0.026623682,-11.01317566,0.409246583,2.166529242,0.158068229,-0.001460341,13.98335681,-5.08%,15,2/15/2022,13.98335681,1,1,2
2/16/2022,7588100000,0.027925343,0.02718512,-7.402242762,0.027675,0.026865052,-8.099483243,-0.987037103,2.140226583,0.145694203,0.003534557,12.99631971,-4.72%,15,2/16/2022,12.9963197,1,1,2
2/17/2022,4909300000,0.02755275,0.0269302,-6.225479013,0.027325,0.026604293,-7.207074355,-3.725923355,2.195164241,0.16336591,0.013522873,9.27039635,-3.37%,15,2/17/2022,9.27039635,1,1,2
2/18/2022,2540090000,0.027794131,0.02739904,-3.950894305,0.02755,0.027110693,-4.393066312,2.413809181,2.205914819,0.164052666,-0.0086846,11.68420553,-4.24%,15,2/18/2022,11.68420553,1,1,2
2/21/2022,3824000000,0.028279474,0.02769346,-5.860123905,0.028,0.02732074,-6.792602874,4.853423839,2.318941492,0.223589442,-0.017162356,16.53762937,-5.96%,15,2/21/2022,16.53762937,1,1,2
2/22/2022,5931600000,0.028269792,0.02774982,-5.19971289,0.028,0.027327702,-6.722983024,-0.096820559,2.316036606,0.243812087,0.000342488,16.44080881,-5.92%,15,2/22/2022,16.44080881,1,1,2
2/23/2022,9833120000,0.028170551,0.02767885,-4.917008686,0.02795,0.027354973,-5.950265422,-0.992404814,2.307168479,0.231117983,0.003522845,15.448404,-5.57%,15,2/23/2022,15.448404,1,1,2
2/24/2022,7234520000,0.027947124,0.02745884,-4.88284543,0.02775,0.027112521,-6.374787676,-2.234271361,2.319291809,0.296331417,0.007994638,13.21413264,-4.77%,15,2/24/2022,13.21413264,1,1,2
2/25/2022,6895100000,0.027876623,0.02736943,-5.071928276,0.02766,0.027095105,-5.648953195,-0.705010275,2.320191203,0.304368463,0.002529038,12.50912236,-4.52%,15,2/25/2022,12.50912236,1,1,2
2/28/2022,14616660000,0.027932723,0.02734413,-5.885902703,0.0277,0.027014981,-6.850192111,0.560995795,2.317478782,0.258488137,-0.002008382,13.07011816,-4.72%,15,2/28/2022,13.07011816,1,2,2
3/1/2022,9776830000,0.028149377,0.0275038,-6.455809935,0.027915,0.027183079,-7.319211201,2.166540827,2.326889967,0.252729774,-0.007696585,2.166540827,-0.77%,5,3/1/2022,2.166540827,1,2,3
3/2/2022,6070860000,0.028257968,0.02740039,-8.575782394,0.028035,0.027113658,-9.21342108,1.085908889,2.321038102,0.187528478,-0.003842841,3.252449716,-1.15%,5,3/2/2022,3.252449716,1,2,3
3/3/2022,10139700000,0.028530351,0.02791225,-6.180977034,0.0283,0.027590555,-7.094448694,2.723829569,2.354622303,0.148849969,-0.00954713,5.976279285,-2.11%,5,3/3/2022,5.976279285,1,2,3
3/4/2022,4555210000,0.028419776,0.02768768,-7.320999432,0.0282,0.027404325,-7.956749822,-1.105747571,2.348743296,0.210153903,0.003890768,4.870531714,-1.72%,5,3/4/2022,4.870531714,1,2,3
3/7/2022,3000300000,0.028181306,0.02766783,-5.134808202,0.02797,0.027397633,-5.723671676,-2.384696938,2.368218721,0.228210747,0.008461982,2.485834776,-0.87%,5,3/7/2022,2.485834776,1,2,3
3/8/2022,2842000000,0.028163389,0.02761227,-5.511188712,0.02795,0.027311358,-6.386418303,-0.179168876,2.366378988,0.246209039,0.000636177,2.3066659,-0.81%,5,3/8/2022,2.3066659,1,2,3
3/9/2022,4258140000,0.028426814,0.02790127,-5.255426287,0.0282,0.027527165,-6.72834554,2.634250197,2.396162722,0.217685484,-0.00926678,4.940916097,-1.74%,5,3/9/2022,4.940916097,1,2,3
3/10/2022,2276620000,0.028476276,0.02782228,-6.539954617,0.02825,0.027512978,-7.370220065,0.494616228,2.373077909,0.167124659,-0.001736941,5.435532325,-1.91%,5,3/10/2022,5.435532325,1,2,3
3/11/2022,2539300000,0.028563032,0.02781733,-7.45702081,0.0283,0.027359331,-9.406693048,0.86755902,2.345956823,0.109544769,-0.003037349,6.303091345,-2.21%,5,3/11/2022,6.303091345,1,2,3
3/14/2022,3609580000,0.027613455,0.02716173,-4.517212081,0.0274,0.026861291,-5.387092356,-9.495767624,2.687381397,-0.590598099,0.034388191,-3.192676278,1.22%,5,3/14/2022,-3.192676279,-1,2,3
3/15/2022,2688100000,0.027980005,0.02737439,-6.056170055,0.0278,0.027084235,-7.15764807,3.665501433,2.733454312,-0.619220477,-0.013100432,0.472825155,-0.09%,5,3/15/2022,0.472825154,1,2,3
3/16/2022,2742880000,0.028370582,0.02758734,-7.832452602,0.02815,0.027281235,-8.687652718,3.905764279,2.78525561,-0.636444489,-0.013766952,4.378589434,-1.46%,5,3/16/2022,4.378589433,1,2,3
3/17/2022,2181510000,0.028004353,0.02753908,-4.652693187,0.027825,0.027272377,-5.526230785,-3.662287321,2.82631196,-0.600816537,0.013077565,0.716302113,-0.15%,5,3/17/2022,0.716302112,1,2,3
3/18/2022,1503000000,0.028029771,0.02754925,-4.805205963,0.02782,0.027276733,-5.432673817,0.254182272,2.798812625,-0.666591292,-0.00090683,0.970484385,-0.24%,5,3/18/2022,0.970484384,1,2,3
3/21/2022,1895740000,0.028274328,0.02753957,-7.347577946,0.02805,0.027207937,-8.420627114,2.445569234,2.818138194,-0.679101118,-0.008649434,3.416053619,-1.11%,5,3/21/2022,3.416053618,1,2,3
3/22/2022,2740800000,0.028444631,0.02795471,-4.899245963,0.028225,0.027689868,-5.3513151,1.70302881,2.827436444,-0.698673807,-0.005987171,5.119082429,-1.71%,5,3/22/2022,5.119082428,1,2,3
3/23/2022,5509540000,0.028388918,0.02794292,-4.459959027,0.02818,0.027651838,-5.281616152,-0.557129365,2.826211399,-0.668082093,0.001962489,4.561953063,-1.51%,5,3/23/2022,4.561953063,1,2,3
3/24/2022,1674100000,0.028161352,0.0275903,-5.710491668,0.027975,0.027352463,-6.225373262,-2.275660003,2.823980801,-0.590513372,0.008080791,2.28629306,-0.70%,5,3/24/2022,2.28629306,1,2,3
3/25/2022,2127500000,0.028099036,0.02738208,-7.169583686,0.0279,0.027148733,-7.512668643,-0.623155412,2.824732935,-0.585113882,0.002217711,1.663137648,-0.48%,5,3/25/2022,1.663137648,1,2,3
3/28/2022,1662700000,0.028100787,0.02738379,-7.169984482,0.027875,0.027142159,-7.328410191,0.01750533,2.794953281,-0.646743538,-6.23E-05,1.680642978,-0.49%,5,3/28/2022,1.680642978,1,3,3
3/29/2022,1747300000,0.028117352,0.02735466,-7.626937189,0.027925,0.02710914,-8.158600656,0.165651875,2.790652054,-0.630117794,-0.000589145,1.846294853,-0.55%,5,3/29/2022,1.846294853,1,3,3
3/30/2022,1763700000,0.028090828,0.02731204,-7.787875034,0.027825,0.027052927,-7.720729613,-0.26523999,2.776578182,-0.670744986,0.000944223,1.581054863,-0.45%,5,3/30/2022,1.581054863,1,3,3
3/31/2022,1278520000,0.028037486,0.02740999,-6.274942611,0.027826,0.027171691,-6.543085201,-0.53341698,2.774520776,-0.68008784,0.001902514,1.047637882,-0.26%,5,3/31/2022,1.047637883,1,3,3
4/1/2022,781190000,0.028030341,0.02739499,-6.353543839,0.027825,0.027120123,-7.04877333,-0.07145621,2.774429476,-0.682073599,0.000254925,-0.07145621,0.03%,5,4/1/2022,-0.07145621,-1,3,4
4/6/2022,2190750000,0.027837588,0.02722152,-6.160652861,0.027625,0.026941752,-6.832479309,-1.927532108,2.786169171,-0.653218615,0.006924207,-1.998988317,0.72%,5,4/6/2022,-1.998988318,-1,3,4
4/7/2022,2378100000,0.027742254,0.02692979,-8.124634183,0.0275,0.026679666,-8.203339919,-0.953337421,2.647512847,-0.623162143,0.003436409,-2.952325738,1.06%,5,4/7/2022,-2.952325739,-1,3,4
4/8/2022,3331500000,0.027698983,0.02716577,-5.332088729,0.02745,0.026873958,-5.760424438,-0.432713143,2.612716392,-0.675057533,0.001562199,-3.385038881,1.22%,5,4/8/2022,-3.385038882,-1,3,4
4/11/2022,801000000,0.027884663,0.02711608,-7.685790251,0.02765,0.02685107,-7.989300429,1.856803781,2.621671349,-0.686200099,-0.006658871,-1.528235101,0.55%,5,4/11/2022,-1.528235101,-1,3,4
4/12/2022,1068200000,0.0278997,0.02735387,-5.458296845,0.0277,0.027062081,-6.379185257,0.150367546,2.577376625,-0.756388594,-0.000538958,-1.377867555,0.50%,5,4/12/2022,-1.377867555,-1,3,4
4/13/2022,676630000,0.027829783,0.02741295,-4.16829671,0.02763,0.027136611,-4.93389002,-0.699162899,2.537292392,-0.805479154,0.002512283,-2.077030454,0.75%,5,4/13/2022,-2.077030454,-1,3,4
4/14/2022,1130900000,0.027753568,0.02722375,-5.298167839,0.02755,0.026948469,-6.015307871,-0.762157233,2.540606631,-0.766442054,0.002746159,-2.839187687,1.02%,5,4/14/2022,-2.839187687,-1,3,4
4/15/2022,2963750000,0.027731203,0.02714998,-5.812224377,0.02752,0.026879675,-6.403253605,-0.223650382,2.501394385,-0.754208231,0.000806494,-3.062838069,1.10%,5,4/15/2022,-3.062838069,-1,3,4
4/18/2022,2030000000,0.02806706,0.02748643,-5.806301924,0.02785,0.027215336,-6.346636212,3.3585748,2.525072822,-0.731272337,-0.011966251,0.295736731,-0.09%,5,4/18/2022,0.295736731,1,3,4
4/19/2022,2681420000,0.028106636,0.02733626,-7.703753473,0.02785,0.027083209,-7.667907946,0.395757809,2.465705945,-0.809364098,-0.001408058,0.691494539,-0.23%,5,4/19/2022,0.69149454,1,3,4
4/20/2022,1909000000,0.028300067,0.0277657,-5.343709567,0.028075,0.027484339,-5.906611407,1.934309542,2.456862101,-0.81266519,-0.006835,2.625804081,-0.92%,5,4/20/2022,2.625804082,1,3,4
4/21/2022,2279100000,0.028275747,0.02775062,-5.251240402,0.028055,0.027407551,-6.474485522,-0.24319992,2.457137662,-0.810732916,0.000860101,2.382604162,-0.83%,5,4/21/2022,2.382604162,1,3,4
4/22/2022,241000000,0.028329325,0.02737784,-9.514849614,0.028075,0.02711767,-9.573304213,0.535783555,2.449054768,-0.793266287,-0.001891268,2.918387717,-1.02%,5,4/22/2022,2.918387717,1,3,4
4/25/2022,571390000,0.028253155,0.02746058,-7.925704778,0.02799,0.027155747,-8.342534604,-0.761704913,2.453222556,-0.764307564,0.002696,2.156682803,-0.75%,5,4/25/2022,2.156682804,1,3,4
4/26/2022,562200000,0.028325927,0.02741552,-9.104081646,0.028047,0.027101596,-9.454036543,0.727719066,2.274838533,-1.267590337,-0.002569092,2.884401869,-1.01%,5,4/26/2022,2.88440187,1,3,4
4/27/2022,686250000,0.028408948,0.02764089,-7.680553769,0.02815,0.027341191,-8.088089783,0.830216083,2.250425956,-1.287388726,-0.002922375,3.714617952,-1.30%,5,4/27/2022,3.714617953,1,4,4
4/28/2022,967180000,0.028510853,0.02771947,-7.913879164,0.028275,0.027426694,-8.483055303,1.01904376,2.25379907,-1.296951676,-0.003574231,4.733661711,-1.66%,5,4/28/2022,4.733661713,1,4,4
4/29/2022,1306420000,0.028392845,0.0276832,-7.096461026,0.02815,0.027402969,-7.470314061,-1.180073086,2.255817749,-1.289632619,0.004156234,3.553588625,-1.24%,5,4/29/2022,3.553588627,1,4,4
5/5/2022,375650000,0.028361644,0.02761522,-7.464214354,0.028125,0.027363081,-7.619193235,-0.312010031,2.189881412,-1.396861591,0.001100113,-0.312010031,0.11%,-10,5/5/2022,-0.312010031,-1,4,5
5/6/2022,410700000,0.028403462,0.02757849,-8.249687868,0.02816,0.027301002,-8.589977083,0.418175137,2.166533992,-1.408640635,-0.001472268,0.106165105,-0.04%,-10,5/6/2022,0.106165106,1,4,5
5/9/2022,824340000,0.028343028,0.02755219,-7.908373484,0.028075,0.027266027,-8.089731024,-0.604332985,2.060278919,-1.724674882,0.00213221,-0.49816788,0.18%,-10,5/9/2022,-0.498167879,-1,4,5
5/10/2022,858800000,0.028076932,0.02723681,-8.401215729,0.02785,0.026973861,-8.761391744,-2.660964255,2.094003373,-1.60982995,0.009477404,-3.159132135,1.12%,-10,5/10/2022,-3.159132134,-1,4,5
5/11/2022,1235000000,0.02812365,0.02753679,-5.868579039,0.0279,0.02724701,-6.529898887,0.467181528,2.090673996,-1.658480737,-0.00166117,-2.691950607,0.96%,-10,5/11/2022,-2.691950606,-1,4,5
5/12/2022,1548400000,0.02800628,0.02744914,-5.571358708,0.027775,0.027164347,-6.10652944,-1.173700989,2.073301203,-1.710338632,0.004190849,-3.865651596,1.38%,-10,5/12/2022,-3.865651595,-1,4,5
5/13/2022,2356000000,0.027918408,0.02750758,-4.108276096,0.0277,0.027198791,-5.012089409,-0.87871846,2.074644584,-1.702618314,0.003147452,-4.744370056,1.69%,-10,5/13/2022,-4.744370055,-1,4,5
5/16/2022,731100000,0.028036685,0.02746108,-5.75605125,0.027775,0.027159011,-6.159892831,1.182765862,2.079776921,-1.705215467,-0.004218637,-3.561604194,1.27%,-10,5/16/2022,-3.561604193,-1,4,5
5/17/2022,997000000,0.027987516,0.02757894,-4.085766579,0.027725,0.027194234,-5.307662603,-0.491686694,2.058109216,-1.703401958,0.001756807,-4.053290889,1.45%,-10,5/17/2022,-4.053290887,-1,4,5
5/18/2022,1241400000,0.027813939,0.0272412,-5.727368647,0.027575,0.026981972,-5.930280661,-1.735774662,2.065344849,-1.615855213,0.006240665,-5.78906555,2.07%,-10,5/18/2022,-5.789065549,-1,4,5
5/19/2022,1828800000,0.027849726,0.02706412,-7.856109366,0.0276,0.026779786,-8.20213667,0.357876951,2.027111839,-1.691662593,-0.001285029,-5.431188599,1.94%,-10,5/19/2022,-5.431188598,-1,4,5
5/20/2022,320100000,0.027939565,0.0270428,-8.967633339,0.027645,0.026788486,-8.56513831,0.898381378,2.027357021,-1.747223392,-0.003215445,-4.532807221,1.62%,-10,5/20/2022,-4.53280722,-1,4,5
5/23/2022,466260000,0.027747291,0.02684615,-9.011364928,0.027475,0.026615747,-8.5925331,-1.922738548,2.017936746,-1.771182224,0.006929464,-6.45554577,2.31%,-10,5/23/2022,-6.455545768,-1,4,5
5/24/2022,1089680000,0.027689402,0.0266891,-10.00305967,0.02745,0.026424698,-10.2530239,-0.578889492,2.019078293,-1.756227392,0.002090654,-7.034435262,2.52%,-10,5/24/2022,-7.03443526,-1,4,5
5/25/2022,858000000,0.027590803,0.02670914,-8.816584342,0.027325,0.026420829,-9.041714571,-0.985990429,1.984531473,-1.792132854,0.00357362,-8.02042569,2.88%,-10,5/25/2022,-8.020425689,-1,4,5
5/26/2022,6043420000,0.027025746,0.02658976,-4.35986812,0.026825,0.026357431,-4.675688525,-5.650569268,2.125052007,-1.635436787,0.020908097,-13.67099496,4.97%,-10,5/26/2022,-13.67099496,-1,4,5
5/27/2022,2050000000,0.027058585,0.02651385,-5.447328716,0.026838,0.026222167,-6.158330557,0.328396372,2.120513356,-1.633072871,-0.001213649,-13.34259859,4.85%,-10,5/27/2022,-13.34259859,-1,5,5
5/30/2022,1544300000,0.027218288,0.0267351,-4.831861252,0.027,0.026461035,-5.389647028,1.597025384,1.681809357,-0.283828286,-0.005867472,-11.7455732,4.26%,-10,5/30/2022,-11.7455732,-1,5,5
